entity,attribute,answer
坝子口村,区号,312
田敬成,主讲,《可编程控制器原理及应用》
竹下俊,扮演者,耿长军(浅野长英），刘广楠
源质莫比斯之戒,耐力,252
中华人民共和国国家国防科技工业局,机构性质,副部级单位
刋,笔顺,撇横撇竖竖
新燕子李三,上星平台,2013年10月10日湖北/河南卫视
云宝黛西,出身地,云中城（云之都）
宝冢花组,命名来源,日本固有的雪月花一词
韩式香肠海鲜火锅,用料,辣白菜300克、小土豆2个
闪锌矿,比重,4.09
九龙壁,厚,1.2米
刘德华,音乐代表作品,忘情水;冰雨;练习;中国人;笨小孩
月湖琴声,开盘日期,2014年01月21日首次开盘
1144型巡洋舰,前型,1134b型巡洋舰/卡拉级巡洋舰
周刊少年sunday,发行量,52万（2012年9月-2012年12月）
徐疃村,农作物,小麦、玉米、谷子等
上海假日之星酒店（长宁店）,商业区,长宁区/中山公园商业区近江苏路
东芝t111,处理器系列,英特尔culv系列
植玫兰,品牌定位,植物医美，专注问题肌肤
小天狼星布莱克,毕业时间,约1971－1978年
《梦游天姥吟留别》,朝代,唐
美的mv-wj12q3,使用方式,卧式
宏碁3830tg,核心架构,sandybridge
天下秀,公司宗旨,成就top店铺，top商品
青瓷飞鸟百戏堆塑罐,级别,一级文物
国际足联世界俱乐部杯,应届冠军,皇家马德里（西班牙，2014年）
香港国际机场,市区距离,34公里
仙石秀久,主君,丰臣秀吉、德川家康、德川秀忠
清华同方超扬c300-x003,总线类型,fsb
萌动王朝,总部所在地,河北省石家庄市
积雪草,采收时间,夏、秋二季
沙维特运载火箭,燃料,htpb
高雄市红70路公车,用车,全线部分低地板公车
但丁·阿利吉耶里号战列舰,拥有国,意大利
missa,组合形式,4人女子组合
幸运52,节目类型,综艺/益智/游戏互动
乔灵儿,喜欢的人,白莲花，碧游
多功能监控表,性能特点,高精度测量三相电压
光华商场,管理单位,台北市光华商场发展协会
东方昱,现任职务,创富演说教育机构总裁
超级篮球联赛,格言,每一战，都是决战
金莎大酒店,服务设施,最差
国际空间站,高度,20米
intel酷睿i5-3210m,核心数,双核心
台电女娲8xdvd±rw,缓存,2m
伸缩接头,产品分类,ay型压盖式伸缩接头
色卡司n8850,硬盘盘位,8
托马斯·穆勒,代表国家队,出场56次，进22球
厦门市仙岳幼儿园,占地总面积,3363平方米
临沂师范学院职业技术学院,教学方式,全日制
美国偶像,亚军,布莱克·路易斯
endroll,编曲,铃木直人、d・a・i
万达广场,总用地面积,159.34亩
六弦之首·苍,身份,道境玄宗六弦之首
htcg20rom,适合机型,htc g20/s510b
圣宝sv-926翔凤1号,信噪比,80db
科密p-807,碎纸效果,2x8
亿城ls3258,手机昵称,ls3258
中山桥,开通日期,1938年
末日灾变之亡灵大军,游戏语言,中文
水性纸塑品封边专用丙烯酸酯胶黏剂,原材料,配方/质量份
马来西亚航空370号班机空难,事故类型,失事[1]
中央电视台军事·农业频道,视频格式,高清16:9，标清4:3
好莱坞环球影城,娱乐设施,变形金刚3d过山车、影城之旅等
僄弃,注音,解释：轻忽抛弃
简书周刊003,多看评分,8
光之子,进度,已完结
梅洛,种植区域,法国
奥格瑞玛,资源,护甲，战士训练，魔法训练，武器
木偶奇遇记,制作成本,"€40,000,000(estimated)"
以毒服人：医妃传,首发状态,书友网
飞篷将军,敌人,魔尊重楼
陈宫,去世时间,198年
追梦者,混缩,马 力
英雄无敌online,硬盘,2g
台北市立建国高级中学,刊物,东海东、建中青年、建中人建中学报、心泉、建人见智建桥、建中文选、资治通建
atp年终总决赛,比赛场地,室内硬地
吉利英伦金刚2010款vvt1.5mt无敌版,排量,1.5l
河口槭,海拔区间,1100-1500
尿苷二磷酸葡萄糖,产生,基因重组
休循,政体,君主制
吃饭睡觉打豆豆,标志,豆豆
金台陈村,区号,312
汽车空调电磁离合器,载体,汽车
iphone6plus,储存,16g/64g/128g
银川市物业管理条例,会议,银川市第十三届人民代表大会
理光c7501sp,颜色类型,复印/打印/扫描/传真
b-linkbl-843g,最高传输速率,300mbps
卡洛斯地方,日文,カロス地方
卡萨罗玛城堡,房间数,98间
吉祥寺,距县城,27公里
中国国际航空129号班机空难,目的地,釜山金海国际机场
水咲萝拉,身高/体重,4英呎2英吋/1102磅
robotics;notes机器人笔记,发表期间,2012年1月30日－连载中
伊甸园,影片类型,爱情/剧情
水利水电工程专业,修业年限,四年
hppavilions3516cn,制造商,hewlett-packardcompany
情人节,公历日期,2月14日
万达广场,用地面积,11.4543万平方米
禾盛玉819,适宜地区,四川平丘区
lg杯世界围棋棋王战,总奖金,13亿韩元
铺集镇彭家庄,得名,相传元朝至正十八年
娇妘媤,合作伙伴,台湾沁水妆源国际集团
495号州际公路,形成时间,1957
大岭村,自然村,5个
c语言库函数(e类字母),功能,把一个浮点数转换为字符串
1977–78年欧洲冠军杯,赛事统计,59场
2011年第8届亚洲打印展,组织单位,上海广会会展有限公司
高跟鞋敲出来的自信：职场女性着装图典,产品尺寸重量,24x16.6x1.8cm;399g
黑执事,色彩设计,歌川律子
佐渡岛,最高点海拔,"1,172米"
元朝,首都,大都（北京）
惠普347732-001,电池电压,14.4v
丫丫,最喜欢的颜色,白色和黑色
别克昂科雷,行李舱容积,657升
惠阳体育中心,中心,是一个大型的体育
商品零售场所塑料购物袋有偿使用管理办法,通过会议,商务部第五次部务会议
苍井空,三围,90-58-83cm
奥尔内克斯,人口（1999）,"2,663"
康辉,属相,鼠
针形截止阀,内容简介,扩大了公称尺寸的范围
民主党,官方色彩,蓝
海尔bcd-216tcx,冷冻室容积,91l
acwlicon.exe,后台程序,是
陈胜利,学术代表作,《马克思主义哲学专题讲座》、《城郊经济学》等
呼中站,车站地址,黑龙江省大兴安岭呼中镇站前路
121·生活原地,艺术家,山水画家·孙金龙
李曌,三围,83-60-89
新垦学校,建筑总面积,9000多平方米
新坂堂,福建省文物保护单位,福建省文物保护单位
技嘉ga-3cesl-rh,参数,主芯片组：nvidianfp3600
贰灵转校生,漫画分类,日韩漫画 神鬼类
校花的贴身高手,最新章节,第4181章成败在此一举
丙烯酸漆,包装,25kg/组
意曼多精品咖啡,愿景,vision
纵贯线,主要车站,台北、台中、高雄
朝比奈春,年龄,28岁
卧龙传说,游戏状态,停服
凌美琪,饰演者,孙圳周利书赵今麦
不人道或有辱人格待遇或处罚宣言,条数,12条
画皮世界,游戏特征,副本pk
hpcompaqdx5150(rf531pa),标称频率,1800mhz
旗山区农会,建成年代,1914年10月6日
东区,区划,17里421邻
朝比奈春,出道地点,日本&#12539;东京都
霞飞路,现名,汉口岳飞街
土壤地带性学说,因素,生物因素
绍兴迎仙桥,跨度,16.5米
sepboosepad-615portable,显示器尺寸,15英寸
联想k900,主屏材质,主屏材质：ips
澄海小智,口头禅,我和b哥轮智妈还有谁？
烧麦,区别,南方—烧卖；北方-稍美
铂美天香面部美白护理精油,产品功效,"活化面部肌肤细胞,促进肌肤弹性,"
民主党,国际组织,民主主义者联盟（已解散）
武九客运专线,开工日期,2013年12月29日（黄石-九江段）
红米,cpu频率,四核1.5ghz
timken342-332轴承,外圈,：332
aoc550v,功耗,75w
工业机器人,图书分类,科技
贷款买车,前提,提供还款能力证明
周崇光,爱好,打游戏看书
沪北青专线,运营时间,新城东站方向:4：50-21：00
光荣使命,游戏语种,简体中文
北欧航空686号班机事故,乘客人数,686号班机104，私人机4
亚太电信,主要股东,交通部台湾铁路管理局兆丰国际商业银行股份有限公司台湾中小企业银行股份有限公司台新国际商业银行彰化商业银行台湾金联资产管理公司东元电机股份有限公司裕晟资股份有限公司台湾新光保全股份有限公司华荣电线电缆股份有限公司鑫桥投资股份有限公司大台北地区瓦斯公司旺兴实业公司新光纺织欣光华公司中国钢铁新光人寿宏永建设
1990年广州白云机场劫机相撞事件,注册编号,b-2510
gliese581,变星类型,天龙座by变星
香开新城,参考售价,14900元/平方米
清水河,平均流量,40立方米/秒。
欧美汇大厦,项目特色,甲级
松下pt-dw100c,投影机类型,教育会议型
thefame,唱片销量,1600万张（与《thefamemonster》合计）
焊缝检测仪,适用领域,工程机械制造业
岸田护,投手,投手
高低温湿热机,温度范围,-70℃~+120℃
黄鹌菜柄锈菌,中文纲名,担子菌纲
589年,纪年,隋开皇九年
高雄市红70路公车,单程行车里数,16.5公里
百色中学,校舍面积,30870平方米
89式火箭炮,最大行程,450公里
1990年广州白云机场劫机相撞事件,机组人员人数,9
德涅斯特河沿岸,其他资料,.md（与摩尔多瓦通用）
环球航空800号班机空难,涉事航机,波音747-131
赤子之心,港澳,热血仁心
2014你若离去,支持单位,俏颜说生物科技(北京)有限公司
大众途观,行李舱容积,400-1530l
情人节,歌曲原唱,阿杜
科密sl600c,碎纸能力,12张/次
段智兴,人物出处,《射雕英雄传》、《神雕侠侣》
地狱少女,文库,fami通文库
2002年6月10日日食,开始时间（utc）,23:45:22
布莱恩·德帕玛,生日,1940-09-11
2002年6月10日日食,日食资料,日环食
啦啦啦德玛西亚第二季,原作,胜智动漫
弱碱水,ph值,7.5--8.5
香叶醛,溶解度（水）,不溶于水，溶于乙醇
侯长青,信仰,佛教
龙门天下,社区管理形式,半封闭式
小麦纹枯病,防治方法,b#力粉拌种等。
htyj-h,相对湿度,海拔高度：<2500m
ngc1115,其他编号,"mcg2-8-16,zwg440.20"
1990年广州白云机场劫机相撞事件,生还人数,20（含2名机组人员）
黑水河,发源,云南省景东彝族自治县
李云,死因,攻歙州时被王寅的马踏死
dj2型电力机车,整备重量,84t
蒙特雷,总面积,"30,469平方千米"
超人sa322,充电时间,12小时
约瑟夫·胡克,统率,波托马克军团，田纳西军团
新加坡,国歌,《前进吧，新加坡》，马来语为《majulahsingapura》[4]
砷,发现人,艾尔伯图斯·麦格努斯
元素周期表,创造者,门捷列夫
斗球少女,作家,向いろは
印度达人秀,参赛选手,许多印度苦行僧
霍芬海姆队,代表队员,希尔德布兰；伊比舍维奇
哈姆雷特,摄制格式,"35mm,16mm"
超级要塞,生产时间,60秒（包括纳米核心展开30秒）
雨后骄阳,标语,穿亲手缝制的鞋，走自己选择的路
方敏雅,所属组合,girl'sday
咤克斯,序号,****（一说5011）[1]
美的mm823esj-pa,操控方式,机械式
哲单37号,母本,自交系344
富虹上游城,行政区域,赤坎区
实分析与泛函分析引论,重约,0.270kg
调经破瘀汤,摘录,《眼科临症笔记》
am推拉力计,外型尺寸,230x66x36mm
大豆异黄酮,拉丁名,c(cinemax(l.)merr
星之卡比64,画面,3d
100位为新中国成立作出突出贡献的英雄模范人物,出版单位,北京工业大学出版社
贝吉塔,经典台词,听好了卡卡罗特，少给我得意忘形，忘了我才是最强的赛亚人！我是拥有赛亚人荣耀的地球人！
隐密士hsm102.2(3.9mm),碎纸方式,条状
电影票房吧,吧主,票房发烧友
膝关节积液,发病部位,四肢
nachi54312u轴承,内径d(mm),60
暗黑龙·坍缩星蛇,攻击,1800
钻机月速,反映,钻井速度的快慢
宝德gs-408f,高速缓存,256mb-1gb
西安灞桥区东枣园小学,院系设置,现有教学班12个
丰国神社,创建年份,庆长4年（1599年）
婆娑罗,出版商,小学馆·波丽佳音
对氟噻嗪,不良反应,心悸、胸痛、室颤等
叶调,常用语言,印尼语
腾讯电脑管家,运行系统,windowsxp/vista/7/8/osx
手机绳,主要材料,尼龙织带、poly、硅胶
中微子,符号,v
丽江古城竹苑酒店,标间面积,26平米
白宫,竣工,1800年11月01日
布里斯托尔城足球俱乐部,国语译名,英格兰
国家体育场,草坪表层,草皮
张氏帅府,总占地,3．6万平方米
d-linkdis-2024tc,工作湿度,10%-85%无凝结
苏泊尔cysb50fc10-100,工作压力,80kpa
塞拉利昂,国庆日,4月27日
镶黄旗,建立于,明万历四十三年(公元1615年)
黄忆慈,粉丝名,多米
金锡勋,嗜好,古典音乐旅行，骑车
安东尼·克莱门特·麦考利夫,获得勋章,陆军杰出服务勋章
克里斯蒂亚诺·罗纳尔多,球衣号,7号
美国偶像,冠军,乔丁·斯帕克斯
美国网络司令部,启动时间,2010年5月21日
金鹰神鹰8800钻石版,芯片位宽,nvidia
台北站,日进出人次,"135,966[1]，第1名（2013年）"
陕西国际商贸学院文化与艺术学院,副教授,13人
ibm磁带机(39m5656),存储容量,36gb
密战,总策划,李培森赵荣山张会军
我心喜欢你,作者简介,为已故足球名宿谭江柏之子
中央大学,学校名称,中央大学
港铁都城嘉慕电动列车,牵引电动机,gecg313型第2b代:三菱
蒲剧,地位,山西四大梆子中最古老的一种
雷尼尔三世,出生时间,1923年5月31日
西安市第一医院,职工人数,1267人
西葫芦炒香肠,所用厨具,砂锅
a-5攻击机,首次飞行,1958年11月
kanon,其他电视台,tbs
白毡,比喻,杨花
百丽舍,企业使命,持续为女性生活增添精彩
红石村,住户,120余户
朝夕乌,【注音】,zhāoxīwū
内阁总理大臣,任命者,清朝皇帝
国家新闻出版广电总局,官方外网首页,国家新闻出版广电总局.中国国家新闻出版广电总局.comwww.gapp.gov.cnwww.sarft.gov.cnwww.ncac.gov.cn
中共颍州区委办公室,副主任,江福明
辑里湖丝文化节,协办单位,辑里湖丝文化研究会
邓立普,主要研究方向,毒蛇咬伤的救治，急性中毒的救治
金星jxd863b,音乐格式,mp3，wma，adpcm
张悦轩,好友,田雨橙、王诗龄、郭子睿、kimi
真·飞鸟,声优,铃村健一
青海虫草酒业,市值,2000万元
nachi740/742轴承,od,150mm
地球,平均密度,5507.85kg/m³
长江第一湾,周边景点,石鼓镇、虎跳峡
三亚市农业局,行政编制,27人
海安如来寺,重建时间,2006年5月恢复重建
gamerankings,创始者,scottbedard
布朗尼,日语,ブラウニー
1990年广州白云机场劫机相撞事件,承运人,厦门航空
除夕,农历日期,十二月三十日或十二月二十九日
克罗内·大卫,前锋[1],前锋[1]
苍井空,三围,b90g/w58/h83
燊能4gbddr31333,容量描述,单条（4gb）
1949年10月25日,大事记,解放军挺进香港
韶山7e型电力机车,轴重,21t
秦时明月,企划,杨晓枫
1990年广州白云机场劫机相撞事件,起飞地,厦门高崎国际机场
张宇,音乐作品,《雨一直下》《月亮惹的祸》
天津市耀华中学,创办地点,中华民国直隶省津海道天津县英租界
中恒tm602,地图软件,标配凯立德高清实景导航、支持tm...
鞍山机场专线,平均速度,50km/h
城巴40线,分段收费站点（回程）,玛丽医院往华富（北）：hk$3.9
过氧化氢,危险性描述,r22，r41
呕吐恐惧症,治疗方法,悦纳自己树立自信
上海第二工业大学,硕士点,1个
头孢氨芐,治疗考量,a(澳)b(美)
oki5340c,打印分辨率,360dpi
田东县第二小学,现有教职工,37人
m110自行火炮,操作人数,车载：5人，火炮运作：13人
万象洞石刻题记,甘肃省文物保护单位,甘肃省文物保护单位
海盗船c70,机箱材质,钢材
优派n2750w,水平视角,170度
